날짜,품번,품목군,품목,코업,포승,포승이고,청호,한라,진성,청호이고,해드림,그린써브케이탑,본사,직송,재고합계,당월출고수량,직전출고수량,일일소비량,7일활동소비량,7일실질소비량,안전재고,상태,최소재고,최대재고,긴급발생횟수,긴급발생비율,재고_커버리지,소비_급증률,유형_분류,위험점수,위험등급
2026. 3. 23,21307,a. 이스트,사프 인스탄트이스트 10kg (R) (KKD),0.00,897.00,,,,,,,,,,897.00,500.00,500,0.00,0.00,71.43,250.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,즉시보충,0.00,여유
2026. 3. 23,21329,a. 이스트,사프 트레디지 400g,45.75,,,,,,,,,1.00,,46.75,5.00,4,1.00,0.33,0.29,2.00,정상,45.75,54.75,1,2.63%,160.13,116.67%,여유재고,35.84,여유
2026. 3. 23,21332,a. 이스트,리벤도 비디100 500g,20.00,,,,,,,,,1.40,,21.40,5.00,5,0.00,0.00,0.00,0.50,정상,20.00,26.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 3. 23,21311,a. 이스트,엔젤 인스턴트이스트-고당 500g,241.80,700.00,,,,,,,,,,941.80,185.00,179.85,5.15,5.56,2.80,77.43,정상,82.35,275.15,1,2.63%,86.36,198.51%,보충임박,60.66,주의
2026. 3. 23,21312,a. 이스트,엔젤 인스턴트이스트-저당 500g,326.80,"1,400.00",,,,,,,,,,"1,726.80",606.25,598.05,8.20,21.42,14.12,302.38,정상,91.05,326.80,3,7.89%,23.14,151.66%,보충임박,49.24,여유
2026. 3. 23,21313,a. 이스트,엔젤 인스턴트이스트-저당 10kg,116.00,"1,600.00",100.00,,,,,,,,,"1,716.00",157.00,155,2.00,22.00,18.86,208.50,주의,90.00,290.00,1,2.63%,6.15,116.67%,여유재고,43.65,여유
2026. 3. 23,21316,a. 이스트,엔젤 인스턴트이스트-저당 5kg,0.00,600.00,,,,,,,,,,600.00,0.00,0,0.00,0.00,0.00,0.00,긴급,0.00,0.00,28,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 23,21322,a. 이스트,엔젤 와인이스트 500g,0.00,5.00,,,,,,,,2.25,,7.25,2.00,2,0.00,0.00,0.00,1.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 23,21318,b. 엑기스,엔젤 이스트엑기스분말,103.00,450.00,,,,,,,,,,553.00,"4,120.00",4120,0.00,0.00,0.00,560.00,긴급,46.00,105.00,21,55.26%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 23,10605,b. 엑기스(제조),불활성건조효모,22.00,289.00,,,,,,,,,,311.30,55.00,53,2.00,0.33,0.29,35.18,주의,22.00,47.00,1,2.63%,77.00,116.67%,여유재고,36.18,여유
2026. 3. 23,21228,b. 엑기스,스프링거 우마미 AA,14.00,,,,,,,,,,,14.00,14.00,14,0.00,0.00,0.00,0.00,정상,14.00,28.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 3. 23,21020,c. 베이커리믹스,강력분 밀가루 20kg,599.00,,,990.00,,,,,,,,"1,589.00",435.00,381,54.00,29.83,24.86,313.00,정상,104.00,912.00,2,5.26%,24.10,120.02%,여유재고,39.13,여유
2026. 3. 23,21021,c. 베이커리믹스,박력분 밀가루 20kg,215.00,,,198.00,,,,,,,,413.00,217.00,148,69.00,24.00,20.14,104.50,정상,82.00,387.00,1,2.63%,10.67,119.15%,여유재고,40.96,여유
2026. 3. 23,21023,c. 베이커리믹스,트레일블레이저 밀가루 22.68kg,138.00,,,440.00,,,,,,,,578.00,260.00,260,0.00,11.67,10.00,135.00,정상,98.00,428.00,1,2.63%,13.80,116.67%,여유재고,39.15,여유
2026. 3. 23,21601,c. 베이커리믹스,베이킹파우더 300g,523.88,,,,,,,,12.00,,,535.88,317.72,313.52,4.20,12.95,8.17,193.44,정상,275.86,536.88,1,2.63%,64.11,158.52%,보충임박,48.86,여유
2026. 3. 23,21600,c. 베이커리믹스,베이킹파우더 20kg,491.00,,,,,,,,,,,491.00,631.00,623,8.00,35.67,20.14,301.50,정상,254.00,582.00,1,2.63%,24.38,177.07%,보충임박,55.70,주의
2026. 3. 23,21604,c. 베이커리믹스,베이킹파우더 포뮬러 (2) 300g,826.38,,,,,,,,0.90,,,827.28,762.90,729.86,33.04,25.67,19.72,395.01,정상,358.38,967.38,1,2.63%,41.91,130.19%,여유재고,40.78,여유
2026. 3. 23,21603,c. 베이커리믹스,베이킹파우더 포뮬러 (2) 20kg,222.00,,,,,,,,,,,222.00,217.00,217,0.00,11.83,5.14,131.00,정상,119.00,425.00,1,2.63%,43.17,230.09%,보충임박,70.71,주의
2026. 3. 23,21609,c. 베이커리믹스,베이킹파우더 플러스 20kg,222.00,,,,,,,,,,,222.00,201.00,201,0.00,16.67,14.29,150.50,정상,124.00,373.00,1,2.63%,15.54,116.67%,여유재고,38.74,여유
2026. 3. 23,21606,c. 베이커리믹스,베이킹파우더 A-300 20kg,0.00,,,,,,,,,,,0.00,55.00,55,0.00,0.00,0.00,0.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 23,21635,c. 베이커리믹스,S-2000 500g,105.91,,,,,,,,,,,105.91,67.00,57,10.00,3.00,2.29,69.00,정상,36.91,115.91,1,2.63%,46.34,131.25%,여유재고,40.98,여유
2026. 3. 23,21636,c. 베이커리믹스,S-2000 10kg,73.00,,,,,,,,,,,73.00,149.00,149,0.00,0.00,0.00,18.50,정상,23.00,182.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 3. 23,21634,c. 베이커리믹스,S-2000 (GOLD) 500g,83.76,,,,,,,,,,,83.76,146.00,146,0.00,7.50,4.00,73.50,정상,42.76,128.76,1,2.63%,20.94,187.50%,보충임박,59.16,주의
2026. 3. 23,21633,c. 베이커리믹스,S-2000 (GOLD) 10kg,200.00,,,,,,,,,,,200.00,43.00,43,0.00,3.33,2.86,83.00,정상,93.00,200.00,1,2.63%,70.00,116.67%,여유재고,36.24,여유
2026. 3. 23,21655,c. 베이커리믹스,이스트후드 20kg,81.00,,,,,,,,,,,81.00,0.00,0,0.00,0.00,0.00,27.00,정상,31.00,82.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 3. 23,21685,c. 베이커리믹스,크라프트 플러스 (2) 3kg,390.60,,,,,,,,,,,390.60,63.20,53.2,10.00,6.03,3.71,45.00,정상,88.80,430.80,1,2.63%,105.16,162.44%,보충임박,49.73,여유
2026. 3. 23,24026,c. 베이커리믹스,슐로스브로트 25kg,0.00,,,,,,,,,,,0.00,185.00,185,0.00,0.00,0.00,0.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 23,21133,d. 유제품,"골드라벨 휘핑크림 오리지날 1,030g*12ea",140.92,,,,,,,,,,,140.92,614.00,578,36.00,35.00,27.29,325.00,주의,58.92,140.92,32,84.21%,5.16,128.27%,여유재고,65.01,주의
2026. 3. 23,21134,d. 유제품,"골드라벨 휘핑크림 무향 1,030g*12ea",33.00,,,,,,,,,,,33.00,68.00,68,0.00,3.83,1.71,39.00,주의,18.00,53.00,1,2.63%,19.25,223.61%,보충임박,70.21,주의
2026. 3. 23,21121,d. 유제품,골드라벨 휘핑크림 밀크향 (NEW),11.00,,,,,,,,,,,11.00,5.00,5,0.00,0.17,0.14,10.50,정상,10.00,37.00,1,2.63%,77.00,116.67%,여유재고,36.18,여유
2026. 3. 23,21127,d. 유제품,RPC 프로패셔널 휘핑크림,0.00,,,,,,,,,,,0.00,9.00,9,0.00,0.00,0.00,2.50,긴급,2.00,12.00,31,81.58%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 23,21132,d. 유제품,RPC 데어리블랜드 쿠킹크림,15.00,,,,,,,,,,,15.00,57.00,57,0.00,0.00,0.00,54.50,긴급,11.00,33.00,23,60.53%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 23,21135,d. 유제품,제니코식품/리치 쿠킹 크림 1L*12ea,1.00,,,,,,,,,,,1.00,1.00,1,0.00,0.00,0.00,0.50,정상,1.00,1.00,16,42.11%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 23,21122,d. 유제품,푸어앤휩 (레드) 휘핑크림,6.00,,,,,,,,,,,6.00,39.00,29,10.00,2.67,2.29,30.50,긴급,2.00,23.00,6,15.79%,2.63,116.67%,여유재고,57.21,주의
2026. 3. 23,21120,d. 유제품,온탑 휘핑크림,59.00,,,,,,,,,,,59.00,172.00,172,0.00,2.00,0.29,42.50,정상,5.00,140.00,7,18.42%,206.50,700.00%,보충임박,213.93,즉시처리
2026. 3. 23,21110,d. 유제품,베르사띠 휘핑크림 1L,6.00,,,,,,,,,,,6.00,10.00,5,5.00,0.83,0.71,5.00,정상,6.00,16.00,1,2.63%,8.40,116.67%,여유재고,41.48,여유
2026. 3. 23,21117,d. 유제품,AERO TOP 휘핑크림,10.00,,,,,,,,,,,10.00,18.00,18,0.00,0.83,0.71,18.50,주의,2.00,27.00,12,31.58%,14.00,116.67%,점검필요,44.89,여유
2026. 3. 23,21126,d. 유제품,달럽 프라이드 휘핑크림,13.00,,,,,,,,,,,13.00,0.00,0,0.00,0.00,0.00,15.50,주의,9.00,29.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 3. 23,23045,d. 유제품,비앙카 골드 크림치즈 1.36kg,525.40,,,,,,,,,,,525.40,831.20,767.2,64.00,41.33,32.00,460.55,정상,279.40,945.40,1,2.63%,16.42,129.17%,여유재고,42.32,여유
2026. 3. 23,23016,d. 유제품,비앙카 골드 크림치즈 벌크 13.6kg,479.00,,,,,,,,,,,479.00,"1,345.00",1245,100.00,51.17,36.14,919.50,주의,345.00,"1,902.00",1,2.63%,13.25,141.57%,여유재고,46.77,여유
2026. 3. 23,23126,d. 유제품,헤리티지 크림치즈 1.36kg,283.70,,,,,,,,3.50,,,287.20,218.60,200.2,18.40,13.43,7.77,150.45,정상,94.00,477.90,1,2.63%,36.51,172.86%,보충임박,53.75,주의
2026. 3. 23,23015,d. 유제품,헤리티지 벌크 크림치즈 13.6kg,198.00,,,210.00,,,,,,,,408.00,395.00,382,13.00,22.33,13.14,157.50,정상,165.00,386.00,1,2.63%,15.07,169.93%,보충임박,54.82,주의
2026. 3. 23,24093,d. 유제품,아메리칸 헤리티지 싱글 치즈,0.00,,,,,,,,,,,0.00,197.00,197,0.00,0.00,0.00,0.00,긴급,0.00,0.00,21,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 23,22992,d. 유제품,워남불 크림치즈 2kg (썬골드),0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,0.00,32.42,긴급,9.83,66.00,35,92.11%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 23,22991,d. 유제품,워남불 크림치즈 10kg,"1,460.00",,,,"1,572.00",,,,,,,"3,032.00","2,112.00",2095,17.00,69.83,51.00,911.00,정상,286.00,"1,860.00",2,5.26%,28.63,136.93%,여유재고,43.88,여유
2026. 3. 23,23012,d. 유제품,폴리 크림치즈 1.36kg,613.70,,,628.00,,95.00,,,,,,"1,336.70",780.90,744.9,36.00,29.98,23.99,419.55,정상,338.40,"1,129.90",1,2.63%,25.59,125.00%,여유재고,39.98,여유
2026. 3. 23,23014,d. 유제품,폴리 크림치즈 벌크 13.6kg,456.00,,,,,,,,,,,456.00,356.00,350,6.00,17.67,6.57,240.50,정상,7.00,850.00,7,18.42%,69.39,268.84%,보충임박,85.06,주의
2026. 3. 23,24003,d. 유제품,폴리 컵포션치즈 28g,388.07,,,432.00,,,,,10.00,,,830.07,261.80,232.6,29.20,8.47,5.74,160.00,정상,30.47,408.87,3,7.89%,67.57,147.43%,여유재고,46.55,여유
2026. 3. 23,23954,d. 유제품,라스카스 크림치즈 1.36kg,374.40,,,756.00,,,,,,,,"1,130.40",730.20,708.2,22.00,33.00,22.86,555.40,주의,264.70,923.70,1,2.63%,16.38,144.38%,여유재고,46.89,여유
2026. 3. 23,24081,d. 유제품,뉴샤텔 크림치즈 벌크 13.6kg,508.00,,,"1,035.00",,,,,,,,"1,543.00",738.00,616,122.00,45.33,38.86,381.50,정상,126.00,780.00,2,5.26%,13.07,116.67%,여유재고,39.88,여유
2026. 3. 23,23996,d. 유제품,제니코 까망베르 크림치즈 1kg,36.90,,,,,,,,,,,36.90,28.20,27.9,0.30,0.80,0.66,20.85,정상,31.60,75.50,1,2.63%,56.15,121.74%,여유재고,37.94,여유
2026. 3. 23,24083,d. 유제품,슈라이버 슬라이스 치즈 120P,364.25,,,"2,690.00",,500.00,,,4.00,,,"3,558.25","1,378.25",971.25,407.00,89.46,75.86,957.63,주의,364.25,"1,196.50",1,2.63%,4.80,117.93%,여유재고,46.32,여유
2026. 3. 23,24082,d. 유제품,슈라이버 슬라이스 치즈 184P,578.50,,,270.00,,,,,25.00,,,873.50,770.25,751.5,18.75,59.75,50.39,867.63,주의,245.75,985.00,4,10.53%,11.48,118.57%,여유재고,42.03,여유
2026. 3. 23,24084,d. 유제품,슈라이버 스위스 슬라이스 치즈 120P,438.75,,,200.00,,500.00,,,23.00,,,"1,161.75",374.25,367.25,7.00,15.83,12.29,277.38,정상,127.50,537.25,1,2.63%,35.71,128.88%,여유재고,40.59,여유
2026. 3. 23,24091,d. 유제품,슈라이버 컵포션 21g,240.05,,,144.00,,144.00,,,49.00,,,577.05,150.80,139,11.80,3.23,2.26,78.40,정상,131.00,329.20,1,2.63%,106.35,143.25%,여유재고,43.97,여유
2026. 3. 23,23939,d. 유제품,마스카포네 (엘다) 500g,65.33,,,,,,,,,,,65.33,88.67,79.67,9.00,5.00,4.14,66.33,주의,4.00,74.33,17,44.74%,15.77,120.69%,여유재고,48.33,여유
2026. 3. 23,23017,d. 유제품,체다 다이스치즈 2.27kg,320.50,239.00,,,,,,,,,,559.00,130.25,123.75,6.50,6.13,4.82,73.75,정상,19.00,401.25,3,7.89%,66.47,127.04%,여유재고,40.44,여유
2026. 3. 23,23019,d. 유제품,고다 다이스치즈 2.27kg,72.25,,,,,,,,,,,72.25,19.75,19.75,0.00,0.88,0.71,20.38,정상,25.25,94.25,1,2.63%,101.15,122.50%,여유재고,37.77,여유
2026. 3. 23,23020,d. 유제품,몬테레이잭 다이스치즈 2.27kg,113.25,68.00,,,,,,,,,,181.25,30.25,29.25,1.00,1.75,0.93,12.38,정상,44.25,113.25,1,2.63%,121.96,188.46%,보충임박,57.47,주의
2026. 3. 23,26002,d. 유제품,크로아상 버터 플레이트 2kg,359.60,,,200.00,,,,,,,,559.60,131.00,131,0.00,5.00,0.71,89.50,정상,33.80,430.60,1,2.63%,503.44,700.00%,보충임박,210.63,즉시처리
2026. 3. 23,25015,d. 유제품,시앤오 데어리브랜드 (버터 79%),603.00,973.00,,,,,,,,,,"1,576.00",98.00,98,0.00,1.83,0.14,27.50,정상,13.00,613.00,1,2.63%,4221.00,1283.33%,보충임박,385.54,즉시처리
2026. 3. 23,25025,d. 유제품,UDA버터 (미국산) 25kg,614.00,,,"1,600.00",,,,,,,,"2,214.00",572.00,527,45.00,28.17,21.86,398.50,정상,12.00,659.00,3,7.89%,28.09,128.87%,여유재고,42.02,여유
2026. 3. 23,26016,d. 유제품,락틱 컴파운드 버터 12.5kg,152.00,"1,436.00",,,,,,,,,,"1,588.00",248.00,245,3.00,4.50,2.14,69.00,정상,16.00,315.00,2,5.26%,70.93,210.00%,보충임박,64.76,주의
2026. 3. 23,25026,d. 유제품,HDM 락틱 버터25KG,255.00,,,750.00,,,,,,,,"1,005.00",6.00,6,0.00,0.00,0.00,33.50,정상,71.00,255.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 3. 23,25018,d. 유제품,UELZENA 마르켄 버터 10kg,640.00,800.00,,,,,,,,,,"1,440.00","2,779.00",2491,288.00,123.50,94.86,1031.50,주의,119.00,"1,338.00",6,15.79%,6.75,130.20%,여유재고,49.63,여유
2026. 3. 23,26006,d. 유제품,UELZENA 마르켄 스틱버터 2.5kg,0.00,"3,290.00",,,,,,,,,,"3,290.00",0.00,0,0.00,0.00,0.00,400.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 23,26010,d. 유제품,UELZENA 마르켄 포션버터 10g*200ea,313.00,,,,,,,,5.00,,,318.00,182.15,122.15,60.00,19.17,16.43,65.08,정상,87.00,447.00,1,2.63%,19.05,116.67%,여유재고,38.15,여유
2026. 3. 23,24986,d. 유제품,발렌타인 포션버터 7g,2.00,,,,,,,,,,,2.00,4.00,4,0.00,0.00,0.00,3.00,주의,2.00,2.00,29,76.32%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 23,24987,d. 유제품,발렌타인 포션버터 10g,0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,0.00,0.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 23,24094,d. 유제품,SD 컴퍼니 모짜렐라 치즈 2.5kg*4ea,0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,0.00,0.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 23,23144,d. 유제품,제니코 에멘탈 프라임 골드 1KG,37.75,,,,,,,,,,,37.75,72.13,72.13,0.00,0.33,0.29,8.50,정상,2.63,125.88,2,5.26%,131.80,116.67%,여유재고,36.43,여유
2026. 3. 23,23124,d. 유제품,팬시 파마산 슈레드치즈 907g,69.92,,,728.00,,,,,,,,797.92,154.50,148.5,6.00,7.15,4.40,127.67,주의,22.58,197.50,3,7.89%,15.87,162.39%,보충임박,53.45,주의
2026. 3. 23,23141,d. 유제품,콜비잭 슈레드 치즈,0.00,,,,,,,,,,,0.00,3.00,3,0.00,0.00,0.00,0.50,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 23,24096,d. 유제품,콜비잭치즈 슬라이스(21g),0.00,,,,,,,,,,,0.00,769.50,769.5,0.00,41.67,35.71,50.00,긴급,2.00,320.00,25,65.79%,0.00,116.67%,즉시보충,0.00,여유
2026. 3. 23,23103,d. 유제품,제니코 피자치즈 N50 2.5kg,201.00,,,,,,,,,,,201.00,131.00,131,0.00,5.67,3.57,99.00,정상,50.00,247.00,1,2.63%,56.28,158.67%,보충임박,49.01,여유
2026. 3. 23,23104,d. 유제품,제니코 피자토핑프라임 2.5kg,41.00,,,,,,,,,,,41.00,42.00,42,0.00,2.83,0.00,15.00,정상,16.00,87.75,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 3. 23,23112,d. 유제품,제니코 모짜체다 슈레드 치즈 2.5kg,78.00,,,,,,,,,,,78.00,50.00,50,0.00,3.33,2.86,40.00,정상,28.00,128.00,1,2.63%,27.30,116.67%,여유재고,37.36,여유
2026. 3. 23,23145,d. 유제품,옐로우 슈레드 치즈 2.5kg (냉장),30.00,,,,,,,,,,,30.00,100.00,100,0.00,8.33,0.00,75.00,주의,30.00,150.00,9,23.68%,0.00,0.00%,여유재고,0.00,여유
2026. 3. 23,23118,d. 유제품,제니코 모짜 슬라이스(냉동) 18g 1kg*3ea,57.67,,,,,,,,,,,57.67,520.00,515,5.00,47.17,26.57,206.17,긴급,0.67,373.00,16,42.11%,2.17,177.51%,보충임박,84.71,주의
2026. 3. 23,23100,d. 유제품,제니코 모짜프라임 골드 2.5kg,906.50,,,,,,,,,,,906.50,"1,803.75",1795.75,8.00,66.50,46.57,1303.38,주의,235.00,"1,727.75",7,18.42%,19.46,142.79%,여유재고,49.09,여유
2026. 3. 23,23101,d. 유제품,제니코 모짜프라임 500 2.5kg,243.50,,,,,,,,,,,243.50,227.00,186,41.00,16.50,12.14,105.00,정상,104.00,339.00,1,2.63%,20.05,135.88%,여유재고,43.78,여유
2026. 3. 23,23120,d. 유제품,프리미엄 모짜렐라 (냉장) 2.5kg,82.00,,,,,,,,,,,82.00,297.00,297,0.00,6.50,5.14,122.50,주의,6.00,221.00,6,15.79%,15.94,126.39%,여유재고,44.21,여유
2026. 3. 23,23134,d. 유제품,제니코 피자치즈 냉장 (독일산) 2.5kg,94.00,,,,,,,,,,,94.00,301.25,301.25,0.00,16.75,14.36,100.38,주의,89.50,194.50,10,26.32%,6.55,116.67%,여유재고,47.90,여유
2026. 3. 23,23129,d. 유제품,모짜렐라치즈 오리지날 2.5kg,96.00,,,,,,,,,,,96.00,140.00,120,20.00,6.67,5.71,84.50,정상,5.00,161.00,5,13.16%,16.80,116.67%,여유재고,40.61,여유
2026. 3. 23,23140,d. 유제품,사푸토 모짜 2.77kg*8ea,70.75,,,,,,,,,,,70.75,86.00,86,0.00,8.50,7.29,30.50,정상,12.75,81.75,3,7.89%,9.71,116.67%,여유재고,41.73,여유
2026. 3. 23,23143,d. 유제품,칼라 체다 프라임 골드 2.5kg,24.50,,,,,,,,,,,24.50,230.00,229,1.00,31.96,26.82,134.88,긴급,6.50,279.75,9,23.68%,0.91,119.15%,즉시보충,95.22,주의
2026. 3. 23,23131,d. 유제품,제니코 모짜렐라 점보치즈스틱 2kg,80.00,,,,,,,,,,,80.00,0.00,0,0.00,0.00,0.00,32.50,정상,32.00,100.00,3,7.89%,0.00,0.00%,여유재고,0.00,여유
2026. 3. 23,23123,d. 유제품,아리바 슈프림 모짜렐라 1kg,93.00,,,,,,,,,,,93.00,25.00,25,0.00,0.00,0.00,25.00,정상,18.00,118.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 3. 23,23132,d. 유제품,아리바 베이커리롤치즈 1kg,0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,0.00,51.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 23,23142,d. 유제품,비앙카 체다 슬라이스 2kg,125.00,,,,,,,,,,,125.00,250.00,250,0.00,20.83,17.86,125.00,정상,124.50,125.00,21,55.26%,7.00,116.67%,여유재고,53.20,주의
2026. 3. 23,23968,d. 유제품,체다 슬라이스 100P 1.8kg,233.75,,,,,,,,,,,233.75,205.25,187,18.25,13.54,9.89,123.25,정상,96.25,280.00,1,2.63%,23.63,136.88%,여유재고,43.71,여유
2026. 3. 23,23962,d. 유제품,베이커리 슬라이스 치즈 1.8kg,104.25,,,,,,,,,,,104.25,149.00,149,0.00,5.17,3.14,94.38,정상,0.50,142.75,10,26.32%,33.17,164.39%,보충임박,56.09,주의
2026. 3. 23,24090,d. 유제품,엠보그 버거 슬라이스 (화이트) 84P,0.00,,,,,,,,,,,0.00,2.00,2,0.00,0.00,0.00,4.00,긴급,2.00,2.00,37,97.37%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 23,20551,e. 가공식품,제니코 켄터키후랑크 1kg,16.20,,,,,,,,,,,16.20,374.00,353,21.00,20.50,15.43,202.50,긴급,10.20,155.20,18,47.37%,1.05,132.87%,즉시보충,96.95,주의
2026. 3. 23,22175,e. 가공식품,오징어먹물 색소 500g,402.33,,,,,,,,,,,402.33,120.50,114.5,6.00,5.67,4.14,68.92,정상,384.00,645.83,1,2.63%,97.11,136.78%,여유재고,42.08,여유
2026. 3. 23,20905,e. 가공식품,마리네이티드 세그먼트 토마토 (1/4컷) 1kg,143.00,,,,,,,,,,,143.00,158.00,160,158.00,33.17,28.29,90.75,정상,1.00,218.00,7,18.42%,5.06,117.26%,여유재고,48.75,여유
2026. 3. 23,20906,e. 가공식품,마리네이티드 체리 토마토 (하프컷) 1kg,164.70,,,,,,,2.00,,,,166.70,65.00,61,4.00,5.17,4.00,66.45,정상,8.70,207.70,6,15.79%,41.18,129.17%,여유재고,43.12,여유
2026. 3. 23,20907,e. 가공식품,냉동 블루베리 1kg,93.70,,,,,,,,,,,93.70,120.10,108.1,12.00,4.50,3.43,69.50,정상,34.80,224.80,1,2.63%,27.33,131.25%,여유재고,41.73,여유
2026. 3. 23,21515,e. 가공식품,바닐라빈 250g,0.00,,,,,,,,,46.00,,46.00,18.00,18,0.00,0.17,0.00,10.50,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 23,21516,e. 가공식품,바닐라빈 50g,0.00,,,,,,,,,133.00,,133.00,67.00,67,0.00,0.00,0.00,50.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 23,21517,e. 가공식품,바닐라빈 25g,0.00,,,,,,,,,124.00,,124.00,70.00,20,50.00,8.33,7.14,67.00,긴급,0.00,0.00,38,100.00%,0.00,116.67%,즉시보충,0.00,여유
2026. 3. 24,10401,a. 이스트(제조),생이스트 500g,614.60,"1,243.00",520.00,,,,,,2.00,,,"1,859.60","4,779.63",4537.25,242.38,235.53,138.50,2600.93,긴급,144.93,"1,286.83",34,89.47%,4.44,170.05%,보충임박,80.18,주의
2026. 3. 24,10402,a. 이스트(제조),생이스트 15kg,0.00,90.00,,,,,,,,,,90.00,270.00,270,0.00,0.00,0.00,135.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 24,10405,a. 이스트(제조),생이스트 (냉동생지) 500g,19.00,,,,,,,,,,,19.00,52.00,51,1.00,2.67,2.29,24.00,주의,0.95,25.00,26,68.42%,8.31,116.67%,여유재고,54.70,주의
2026. 3. 24,10714,a. 이스트(제조),제니코 인스턴트이스트 5kg,29.25,70.00,,,,,,,,,,99.25,5.00,5,0.00,0.00,0.00,2.50,정상,27.25,39.25,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 3. 24,26102,a. 이스트(제조),인스턴트이스트 4g (2000),0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,0.00,0.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 24,21323,a. 이스트,글로리팡 생이스트 500g,338.00,,,,,,,,,,,338.00,"1,368.10",1262.1,106.00,52.17,37.43,770.40,주의,39.00,737.90,19,50.00%,9.03,139.38%,여유재고,57.35,주의
2026. 3. 24,21347,a. 이스트,글로리팡 생이스트 벌크 20kg,240.00,,,,,,,,,,,240.00,280.00,280,0.00,20.00,17.14,320.00,주의,40.00,360.00,10,26.32%,14.00,116.67%,여유재고,43.83,여유
2026. 3. 24,21340,a. 이스트,레드스타 생이스트 500g,84.90,,,,,,,,,,,84.90,315.10,300,15.10,18.18,7.16,148.00,주의,3.00,151.00,21,55.26%,11.86,254.06%,보충임박,91.49,주의
2026. 3. 24,21343,a. 이스트,레드스타 생이스트 벌크 10kg,993.00,,,,,,,,,,,993.00,"1,869.00",1669,200.00,93.50,74.43,1105.00,주의,150.00,993.00,8,21.05%,13.34,125.62%,여유재고,45.65,여유
2026. 3. 24,21501,a. 이스트,냉동건조효모 (하이론댈) 골드라벨,"1,567.00",,,,,,,,46.00,,,"1,613.00","1,716.25",1656.25,60.00,86.67,43.57,1132.13,정상,208.75,"2,314.50",8,21.05%,35.96,198.91%,보충임박,65.27,주의
2026. 3. 24,21502,a. 이스트,냉동건조효모 (하이론댈),712.00,,,,,,,,,,,712.00,464.00,445.5,18.50,30.08,20.21,305.00,정상,61.50,796.00,4,10.53%,35.22,148.82%,여유재고,48.17,여유
2026. 3. 24,21301,a. 이스트,사프 인스턴트이스트 500g (R),284.35,"2,728.00",88.00,,,,,,,,,"3,012.35",902.70,795.7,107.00,65.14,40.98,1273.38,긴급,44.35,857.35,31,81.58%,6.94,158.97%,보충임박,71.21,주의
2026. 3. 24,21302,a. 이스트,사프 인스턴트이스트 500g (G),"1,027.60",352.00,,704.00,,,,,,,,"2,083.60",468.30,419.3,49.00,23.55,11.61,941.75,정상,134.60,"1,312.60",11,28.95%,88.48,202.77%,보충임박,67.18,주의
